,5,"අම්පාර
mk;ghiw
Ampara",Addalachanai,"Drinking water scarcity
due to prevailing dry
weather condition",2023.08.11,987,3100,,,,,,,,,,
,,,Alayadiwembu,,,1221,4000,,,,,,,,,,
,,,lahugala,,,169,606,,,,,,,,,,
,,,Mahaoya,,,649,2192,,,,,,,,,,
,,,Potuvul,,,2639,8926,,,,,,,,,,
,,,Thirukkovil,,,432,1408,,,,,,,,,,
,,,Padiyathalawa,,,1642,5659,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,7739,25891,0,0,0,0,0,0,0,0,0,0
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,19822,66215,0,0,0,0,5,0,0,0,0,0
"වයඹ පලාත
tlNky; khfhzk;
North Western",,"පුත්තලම
Gj;jsk;
Puttalam",Wanathavilluwa,Drinking water scarcity,2023.08.25,131,429,,,,,,,,,,
,6,,Nawagaththegama,"due to prevailing dry
weather condition",2023.08.08,726,2106,,,,,,,,,,
,,,Anamaduwa,,2023.08.21,167,603,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,1024,3138,0,0,0,0,0,0,0,0,0,0
,7,"කුරුනෑෙල
FUdhfy;
Kurunegala",Bamunakotuwa,"Drinking water scarcity
due to prevailing dry
weather condition",2023.08.03,65,201,,,,,,,,,,
,,,Alawwa,,2023.08.11,915,3224,,,,,,,,,,
,,,Galgamuwa,,2023.08.02,85,340,,,,,,,,,,
,,,Giribawa,,2023.07.07,2887,9455,,,,,,,,,,
,,,Paduwasnuwara East,,2023.08.01,105,443,,,,,,,,,,
,,,Paduwasnuwara West,,2023.08.25,135,378,,,,,,,,,,
,,,Polgahawela,,2023.08.01,886,2790,,,,,,,,,,
,,,Polpitigama,,2023.08.09,958,2925,,,,,,,,,,
,,,Kuliyapitiya East,,2023.07.15,2255,7806,,,,,,,,,,
,,,Kuliyapitiya West,,2023.08.11,190,671,,,,,,,,,,
,,,Bingiriya,,2023.08.25,395,1389,,,,,,,,,,
,,,Narammala,,2023.08.15,279,1036,,,,,,,,,,
,,,Rideegama,,2023.08.08,80,330,,,,,,,,,,
,,,Udubaddawa,,2023.08.10,134,488,,,,,,,,,,
,,,Pannala,,2023.08.20,241,1017,,,,,,,,,,
,,,Weerambugedara,,2023.08.15,261,1056,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,9871,33549,0,0,0,0,0,0,0,0,0,0
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,10895,36687,0,0,0,0,0,0,0,0,0,0
,8,"යාපනය
aho;g;ghzk;
Jaffna",Delft,"Drinking water scarcity
due to prevailing dry
weather condition",2023.08.11,9584,32888,,,,,,,,,,
,,,Kayts,,,,,,,,,,,,,,
,,,Chavakachcheri,,,,,,,,,,,,,,
,,,Maruthankerny,,,,,,,,,,,,,,
,,,Chankanai,,,,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,9584,32888,0,0,0,0,0,0,0,0,0,0
,9,"වව්නියාව tTdpah
Vavuniya",Vauniya North,"Drinking water scarcity
due to prevailing dry
weather condition",2023.08.04,450,1120,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,450,1120,0,0,0,0,0,0,0,0,0,0
,10,"මන්නාරම
kd;dhH
Mannar",Madu,"Drinking water scarcity
due to prevailing dry
weather condition",2023.08.03,952,3244,,,,,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,952,3244,0,0,0,0,0,0,0,0,0,0
