"දදනික තත්ත්ව වාර්තාව-ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date :10th November 2023 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"ඌව
Cth khfhzk;
Uva",1,"බදුල්ල
gJs;is
Badulla",Haldumulla,Landslide Risk,2023.10.14-15,,,,,,,,,,4,123,389,
,,,Bandarawela,Cutting Faliure,2023.10.14,,,,,,,,,,2,20,88,
,,,Haputale,Landslide Risk,2023.10.21-23,,,,,,,,,,1,9,22,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,0,0,0,0,0,0,0,0,0,7,152,499,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,0,0,0,0,0,0,0,0,0,7,152,499,
"දකුනු පලාත
njd; khfhzk;
Southern",2,"මාතර
khj;jiw
Matara",Devinuwara,Flood / Heavy Rain,"2023.09.28 to
2023.11.03",,,,,,,,,,1,4,21,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,0,0,0,0,0,0,0,0,0,1,4,21,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,0,0,0,0,0,0,0,0,0,1,4,21,
"වයඹ පලාත
tlNky; khfhzk;
North Western",,,Wanathavilluwa,Flash Flood,,2,10,,,,1,6,,,1,1,4,"වට්ටකැන්ඩේ තැඹිලිවත්ත
පේලිය"
,,,Mahawewa,Flood,,117,393,,,,,,1,,1,10,35,මුද්‍රා ලද්වී රංග ශාලාව
,,,Naaththandiya,Flood,,69,335,,,,,,,,,,,
,,,Arachhikattuwa,Flood,,528,1899,,,,,,,,,,,
,,,Mundalama,Flood,,774,2607,,,,,,,1,,,,
,,පුත්තලම,,Flood,,473,1672,,,,,,,,,,,
,3,Gj;jsk;,Puththalama,Lightning,2023.11.02 to 09,4,13,,,,,4,,,,,,
,,Puttalam,Madampe,Flood,,122,422,,,,,2,,1,,,,
,,,Chilaw,Flood,,150,590,,,,,,,,,,,
,,,Dankotuwa,Flood,,26,65,,,,,,,,,,,
,,,Kalpitiya,Flood,,29,121,,,,,,,,,,,
,,,Wennappuwa,Flood,,24,98,,,,,,,,,,,
,,,Pallama,Flood,,73,217,,,,,1,,,,,,
,,,Mahakubukkadawala,Flood,,3,8,,,,,,,,,,,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,2394,8450,0,0,0,1,13,1,2,2,11,39,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,2394,8450,0,0,0,1,13,1,2,2,11,39,
"Western
Nky; khfhzk;
බස්ත්‍රනාහිර පලාත",4,"ගම්පහ
fk;g`h
Gampaha",Gampaha,Flood,2023.11.02 to 09,248,948,,,,,3,,,,,,
,,,Minuwangoda,Flood,,83,302,,,,,11,,,4,33,130,
,,,Aththanagalla,Flood,,179,696,,,,,4,,,7,165,637,
,,,Meerigama,High Wind,,9,22,,,,,9,,,,,,
,,,Katana,Flood,,240,1007,,,,,,,,,,,
,,,Ja Ela,Flood,,799,3216,,,,,2,,,2,17,66,
,,,Dompe,Heavy Rain,,14,49,,,,,7,,,1,7,28,
,,,Wattala,Flood,,1366,5731,,,,,,,,,,,
,,,Mahara,Heavy Rain,,5,17,,,,,5,,,,,,
,,,Biyagama,Heavy Rain,,2,7,,,,,2,,,,,,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,2945,11995,0,0,0,0,43,0,0,14,222,861,
,5,ක ාළඹ nfhOk;G,Colombo,Heavy Rain/High Wind,2023.11.07,,,,,,,,,,,,,
,,Colombo,Kolonnawa,Heavy Rain/High Wind,2023.11.07,,,,,,,,,,1,9,30,
,දිස්ත්‍රික් එ තුව/khtl;l $l;Lj;njhif/District Total,,,,,0,0,0,0,0,0,0,0,0,1,9,30,
,පළාත් ඵ තුව/ khfhz $l;Lj;njhif/Province Total,,,,,2945,11995,0,0,0,0,43,0,0,15,231,891,
