River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.70,1.90,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,3.76,3.75,Normal,,22.7,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,11.95,11.75,Normal,,28.8,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.79,1.61,Normal,,73.,5,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.32,1.28,Normal,,46.7,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.08,1.04,Normal,,80.,8,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.31,1.24,Normal,,63.,5,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,1.55,1.55,Normal,,34.5,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.40,7.44,Normal,,103.5,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.95,3.91,Normal,,81.,2,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.50,2.36,Normal,,14.5,,
,Kuda Ganga,Kalawellawa (Millakanda),m,5.00,6.50,8.00,4.43,4.41,Normal,,120.7,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.66,2.66,Normal,,42.6,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.45,2.35,Normal,,30.1,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.03,1.06,Normal,,6.1,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,4.58,4.69,Normal,,30.3,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,1.98,1.95,Normal,,62.,7,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.90,0.88,Normal,,21.5,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.59,1.59,Normal,,1.5,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.70,1.61,Normal,,0.0,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.11,1.09,Normal,,0.8,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.84,1.78,Normal,,0.0,,
"Menik Ganga (RB
26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.01,0.01,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.02,0.99,Normal,,0.0,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.46,0.46,Normal,,1.8,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.49,0.51,Normal,,50.7,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,1.00,1.07,Normal,,7.0,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-1.10,-1.25,Normal,,21.5,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.75,3.60,Normal,,63.,5,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.46,1.43,Normal,,108.2,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.72,0.75,Normal,,72.,9,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.09,2.11,Normal,,5.2,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.64,0.63,Normal,,7.0,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.40,1.40,Normal,,2.8,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.73,0.73,Normal,,12.5,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,0.65,0.65,Normal,,16.9,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,5.50,5.68,Alert,Rising,34.4,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,5.38,4.95,Normal,,28.8,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,2.62,2.59,Normal,,43.5,,
