,,"ය
ක
ක්
ි
සර
දි",,,,"ව
ා
ය
ඛ්‍
ාං
ස
.
ේ
ල
.
ා
ප්‍ර",,,,"ව
ා
ද
ප
ආ",,,,,"ේ
වු
ප
ූ
ක්
ල
ට
ම
ෑ
ප
ල
බ",,,,,"ූ
ක්
ල
ට
ම
ෑ
ප
ල
බ","න්
යි
ල
ග
ද්
පු",,,,"ම්
ෑ
ය
ය
මි",,,"න්
ය
ල
ග
ද්
පු
ූ
ල
ා
ව
තු",,,"න්
හ
ද
රු
තු
අ",,"නි
ා
හ
ස
ා
ව
නි
ණ
ර්
පූ",,,,"නි
ා
හ
ස
ා
ව
නි
ධ
ර්
අ",,,,"න
ා
ථ
රස
ත
ක්‍ෂි
ර
ආ",,"ව
ා
ය
ඛ්‍
ාං
ස",,,,,"ව
ා
ය
ඛ්‍
ාං
ස
ේ
වු
ප",,,,,"ව
ා
ය
ඛ්‍
ාං
ස
ල
ග
ද්
පු",,,,"න
ටි
සි
ල
ව
රස
ව
ල
නි
ති
ා
ඥ","ේ
වු
ප",,,"ල
ව
රස
ව
ව
ල
නි
ති
ා
ඥ","න්
යි
ල
ග
ද්
පු
න
ටි
සි",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ත
ි
න්
ාය
ක්‍රි",,,"න
ළ
ාප",,,,,,,,,,,,,,,,,,,
ගම්පහ,,,,,04,,,"ගංවතුර /
තද
වර්ෂාපත
නය /
දැඩි සුළං
/ නාය
යාම්",,,,,0,,,,,0,,,,,,0,,,0,,,0,,0,,,0,,,,,14,,,0,,,177,,,,,701,,,,,96,,,,475,,,
රත්තනපුර,,,,,04,,,,,,,,30,,,,,107,,,,,,0,,,0,,,0,,0,,,1,,,,,8,,,0,,,54,,,,,196,,,,,305,,,,1160,,,
දකාළඹ,,,,,05,,,,,,,,7,,,,,26,,,,,,0,,,0,,,0,,0,,,6,,,,,14,,,0,,,176,,,,,743,,,,,0,,,,0,,,
පුත්තතලම,,,,,02,,,,,,,,0,,,,,0,,,,,,0,,,0,,,0,,0,,,0,,,,,2,,,0,,,5,,,,,18,,,,,716,,,,2326,,,
කළුතර,,,,,03,,,,,,,,0,,,,,0,,,,,,0,,,0,,,0,,0,,,0,,,,,4,,,0,,,29,,,,,91,,,,,0,,,,0,,,
කෑගේල,,,,,01,,,,,,,,0,,,,,0,,,,,,0,,,0,,,0,,0,,,0,,,,,1,,,0,,,6,,,,,28,,,,,54,,,,229,,,
මහනුවර,,,,,01,,,,,,,,0,,,,,0,,,,,,0,,,0,,,0,,0,,,0,,,,,1,,,0,,,11,,,,,31,,,,,0,,,,0,,,
,එකතුව,,,,,20,,,,,,,,37,,,,,133,,,,,,0,,,0,,,0,,0,,,7,,,,,44,,,0,,,458,,,,,1808,,,,,1171,,,,4190,,
