பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 3 - 0 6,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,33,23,90,60,பிரதானமாக சீரான வானிலை
மட்டக்களப்பு,32,24,85,70,பிரதானமாக சீரான வானிலை
வகாழும்பு,31,24,85,60,பிரதானமாக சீரான வானிலை
காலி,30,24,95,55,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
யாழ்ப்பாணம்,31,22,95,60,பிரதானமாக சீரான வானிலை
கண்டி,31,19,85,50,பிரதானமாக சீரான வானிலை
நுவவரலியா,23,10,90,40,பிரதானமாக சீரான வானிலை
இரத்தினபுரி,35,22,85,40,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய மலை பபய்யும்
சாத்தியம்"
திருககாணமலை,31,23,90,65,பிரதானமாக சீரான வானிலை
மன்னார்,31,23,85,65,பிரதானமாக சீரான வானிலை
