Masspotha,67.0
Amunugama,68.5
Ethiliyagala,33.6
Ma Eliya,29.7
Daisy Valley,19.3
Diniminiyathanna,25.2
Moragaswewa (HMIS),NA
Nugawela (HMIS),NA
