River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,1.30,1.50,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,0.62,0.60,Normal,,0.0,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,8.70,8.65,Normal,,0.0,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.28,1.20,Normal,,0.5,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,0.40,0.38,Normal,,0.0,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,0.31,0.27,Normal,,0.0,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.56,0.55,Normal,,0.6,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.52,0.49,Normal,,0.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,4.45,4.45,Normal,,0.0,,
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,0.80,0.80,Normal,,4.0,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,1.55,1.50,Normal,,2.6,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,2.17,2.12,Normal,,0.0,,
Gin Ganga,Gin Ganga,Tawalama,m,4.00,6.00,7.50,1.44,1.43,Normal,,4.8,,
(RB 09),Gin Ganga,Baddegama,m,3.50,4.00,5.00,1.57,1.55,Normal,,2.7,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.55,0.53,Normal,,0.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,2.90,2.90,Normal,,3.9,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.74,0.74,Normal,,0.0,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.41,0.41,Normal,,0.0,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,1.80,3.50,5.00,0.82,0.82,Normal,,0.0,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.38,0.40,Normal,,6.4,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.64,0.67,Normal,,11.1,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.25,1.25,Normal,,2.8,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.12,-0.12,Normal,,1.5,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.23,1.21,Normal,,34.1,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.82,0.80,Normal,,24.,5,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.97,0.95,Normal,,39.5,,
,,Manampitiya ( Old),m,3.50,5.00,6.00,0.36,0.41,Normal,,3.1,,
,Mahaweli Ganga,Manampitiya (HMIS),m,4.65,6.15,7.15,1.50,1.55,Normal,,3.1,,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-1.60,-1.62,Normal,,39.4,,
Mahaweli Ganga,Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,1.38,1.54,Normal,,2.4,,
(RB 60),Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,0.71,0.71,Normal,,2.4,,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.74,0.72,Normal,,41.2,,
,Agra Oya,Calidonia,m,3.00,3.50,4.50,0.57,0.58,Normal,,3.8,,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,6.45,6.43,Alert,Falling,11.1,,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.58,0.58,Normal,,1.2,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,3.03,2.97,Normal,,0.3,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.60,0.58,Normal,,7.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,-,-,-,2.22,2.17,Normal,,27.,6,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.42,2.40,Normal,,0.0,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.21,1.21,Normal,,0.0,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,0.84,0.83,Normal,,0.0,,
