Kaluthara,"Agalawaththa,
Palindanuwara,
Bulathsinhala,
Walallawita,
Horana, Ingiriya
and Mathugama
Divisional
Secretariat
Divisions (DSD)
and surrounding
areas.",,,
Matara,"Pitabeddara and
Kotapola
Divisional
Secretariat
Divisions (DSD)
and surrounding
areas.",,,
Colombo,"Seethawaka
Divisional
Secretariat Division
(DSD) and
surrounding areas.",,,
Kegalle,"*Aranayake,
Yatiyanthota and
Deraniyagala
Divisional
Secretariat
Divisions (DSD)
and surrounding
areas.","*Kegalle,
Dehiowita
Divisional
Secretariat
Division (DSD)
and surrounding
areas.",,
Kurunegala,,"*Polgahawela
Divisional
Secretariat
Division (DSD)
and surrounding
areas.",,
Kandy,"*Gangaihalakorale
and *Thumpane
Divisional
Secretariat
Divisions (DSD)
and surrounding
areas.",,,
