River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",,
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,1.50,1.20,Normal,,-,,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.45,4.77,Normal,,2.7,,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,14.41,14.35,Normal,,11.4,,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,2.77,2.71,Normal,,144.1,,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.00,1.00,Normal,,8.8,,
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,2.03,1.83,Normal,,40.7,,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,2.02,2.19,Alert,Rising,118.6,,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,0.98,1.00,Normal,,1.0,,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,7.05,7.18,Normal,,26.6,,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,6.60,6.55,Alert,Falling,49.8,,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,2.39,2.34,Normal,,34.3,,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,3.92,4.00,Normal,,12.3,,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,2.22,2.26,Normal,,13.1,,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.45,2.37,Normal,,53.1,,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,0.60,0.67,Normal,,11.0,,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.89,3.88,Normal,,15.1,,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.35,2.10,Normal,,37.9,,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.42,0.41,Normal,,24.8,,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,0.79,0.77,Normal,,4.7,,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,0.09,0.09,Normal,,2.5,,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.52,0.52,Normal,,9.5,,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,0.92,0.92,Normal,,0.0,,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.23,-0.23,Normal,,0.0,,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.58,0.59,Normal,,6.4,,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.21,0.21,Normal,,9.6,,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.02,0.02,Normal,,0.3,,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,-0.12,-0.14,Normal,,0.5,,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-3.14,-3.15,Normal,,0.5,,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,7.30,7.15,Minor Flood,Falling,26.7,,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,4.30,4.08,Alert,Falling,158.5,,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.09,0.10,Normal,,0.9,,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,1.20,1.20,Normal,,0.0,,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.42,0.42,Normal,,3.8,,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,1.01,1.02,Normal,,0.0,,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,0.04,0.04,Normal,,0.0,,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,-0.03,-0.03,Normal,,0.0,,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,2.18,2.17,Normal,,0.5,,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,1.06,1.06,Normal,,2.2,,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,1.11,1.11,Normal,,2.6,,
