"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report- Sri Lanka දිනය/jpfjp /Date 28th May 2025 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிரவ் ாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","බලපෑමට ලක්වු
ghjpf;fg;gl;l
Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhaki
le;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhk
y;NghNd
hH
Missing
People","නිවාස්ත්‍ හානි Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs; Remarks"
,,"දිස්ත්‍රික්කය
மாவடட் ம்
District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ හානි
KOik Fully","අර්ධ හානි
gFjpas
T
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களி
ன் சேதங்கள்;
Small, Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"වයඹ පලාත tlNky;
khfhzk; North
Western",1,,Chilaw,High Wind,2025.05.26,7,23,,,,,2,,,,,,
,,,,Flash Flood,,41,136,,,,,2,,,,,,
,,,Kalpitiya,High Wind,,1,5,,,,,1,,,,,,
,,,Anamaduwa,,,1,4,,,,,1,,,,,,
,,පුත්තලම,Wennappuwa,,,1,3,,,,,2,,,,,,
,,Gj;jsk; Puttalam,Mahawewa,,,1,3,,4,,,1,,,,,,
,,,Dankotuwa,,,1,4,,,,,1,,,,,,
,,,Madampe,,,4,14,,,,,4,,,,,,
,,,Arachchikattuwa,Flood,,55,192,,,,,8,,,,,,
,,,Pallama,High Wind,,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,113,387,0,4,0,0,23,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,113,387,0,4,0,0,23,0,0,0,0,0,
"උතුරු පලාත
tl khfhzk;
Northen",2,"යාපනය
aho;g;ghzk;
Jaffna",Karainagar,High Wind,2025.05.25,1,2,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,1,2,0,0,0,0,1,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,1,2,0,0,0,0,1,0,0,0,0,0,
"දකුණු පලාත
njd; khfhzk;
Southern",3,,Beliatta,,2025.05.20,1,1,,,,,1,,,,,,
,,හම්බන්තාට,Okewela,,,4,12,,,,,4,,,,,,
,,"`k;ghe;Njhl;il
Hambantota",Katuwana,High Wind,2025.05.21,1,2,,,,,1,,,,,,
,,,Walasmulla,,2025.05.22,1,3,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,7,18,0,0,0,0,7,0,0,0,0,0,
,4,ගාල්ල/fhyp/Galle,Niyagama,High Wind,2025.05.26,1,8,,,,,1,,,,,,
,,,Nagoda,High Wind,2025.05.26,1,3,,,,,1,,,,,,
,,,Elpitiya,High Wind,2025.05.24,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,3,15,0,0,0,0,3,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,10,33,0,0,0,0,10,0,0,0,0,0,
,5,"කළුතර
fSj;Jiw
Kalutara",Agalawattha,High Wind,2025.05.27,1,3,,,,,1,,,,,,
,,,Kaluthara,,,2,8,,,,,2,,,,,,
,,,Horana,,,7,31,,,,,7,,,,,,
,,,Panadura,,,1,3,,,,,1,,,,,,
,,,Mathugama,,2025.05.26,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,12,49,0,0,0,0,12,0,0,0,0,0,
"Western
Nky; khfhzk
බස්ත්‍රනාහිර පලාත",6,"්කාළඹ
nfhOk;G
Colombo",Homagama,High Wind,2025.05.25,18,75,,,,,19,,,,,,
,,,,Lightning,,1,4,,,,,1,,,,,,
,,,Kesbewa,High Wind,2025.05.25,8,29,,,,,7,,,,,,
,,,Colombo,,2025.05.26,7,24,,,,,7,,,,,,
,,,Kaduwela,,2025.05.26,2,9,,,,1,2,,,,,,
,,,Padukka,,2025.05.25,2,7,,,,,2,,,,,,
,,,Setawaka,,2025.05.25,5,18,,,,,5,,,,,,
,,,Kolonnawa,,2025.05.26,6,26,,,,,5,,,,,,
,,,Moratuwa,,2025.05.26,5,15,,,,,6,,,,,,
,,,,Tree fallen,2025.05.25,1,3,,,,,,,,,,,
,,,Thibirigasyaya,Tree fallen,2025.05.26,3,11,,,,,4,,,,,,
,,,Rathmalana,Wall callapse,2025.05.26,3,10,,2,,2,1,,,,,,
,දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total,,,,,61,231,0,2,0,3,59,0,0,0,0,0,
,පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total,,,,,73,280,0,2,0,3,71,0,0,0,0,0,
