பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல் தி க தி : 2 0 2 6 - 0 5 - 2 5,,,,,
நகரம்,வவப்பநிலை (0C),,சாரீரப்பதன் (%),,வானிலை
,உச்ச,குலைந்த,உச்ச,குலைந்த,
அனுராதபுரம்,31,26,90,65,சிறிதளவில் மலை வபய்யும்
மட்டக்களப்பு,33,27,90,60,"பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன் கூடிய
மலை வபய்யும் சாத்தியம்"
வகாழும்பு,31,27,90,80,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
காலி,30,26,95,85,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
யாழ்ப்பாணம்,33,28,85,70,பிரதானமாக சீரான வானிலை
கண்டி,28,23,95,80,அவ்வப்பபாது மலை வபய்யும்
நுவவரலியா,18,16,95,85,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
இரத்தினபுரி,32,24,95,80,அவ்வப்பபாது மலை அல்ைது இடியுடன் கூடிய மலை வபய்யும்
திருபகாணமலை,33,27,85,60,பிரதானமாக சீரான வானிலை
மன்னார்,31,28,90,75,சிறிதளவில் மலை வபய்யும்
