Kalutara,,"* Mathugama,
* Bulathsinhala,
* Agalawatta,
* Palindanuwara,
* Ingiriya,
* Walallawita and
* Horana
Divisional
Secretariat
Division(s) (DSD)
and
surrounding areas.",
Kandy,,,"Ududumbara,
Pathadumbara,
Udunuwara,
Medadumbara,
Hatharaliyadda,
Poojapitiya,
Kundasale,
Thumpane,
Pasbage Korale,
Panvila,
Ganga Ihala Korale,
Yatinuwara,
Akurana,
Doluwa,
Gangawata Korale,
Harispattuwa,
Deltota,
Pathahewaheta,
Udapalatha and
Minipe
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kegalle,,,"Bulathkohupitiya,
Yatiyanthota,
Mawanella,
Kegalle,
↑ Warakapola,
↑ Ruwanwella,
Aranayaka,
↑ Deraniyagala,
Galigamuwa,
Rambukkana and
Dehiowita
Divisional Secretariat
Division(s) (DSD) and
surrounding areas."
Kurunegala,,"Alawwa,
Narammala and
Polgahawela","Mallawapitiya,
Rideegama and
Mawathagama"
