"දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report (Dry Weather Condition)- Sri Lanka දිනය/jpfjp /Date :01st March 2025 at 0900hrs",,,,,,,,,,,,,,,,,,
"පළාත khfhzk;
Province",#,"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு
Administrative purview",,"ආපදාව
mdHj;jk
Disaster","ආරම්භක දිනය
mdu;j;jk;
Muk;gpj;j jpfjp
Date of
commenced","ෙලපෑමට ලක්වු
ghjpf;fg;gl;l Affected",,"මිය යෑම්
kuzq;f
s;
Deaths","තුවාලවු
පුද්ගලයින්
fhakil
e;NjhH
Injured
People","අතුරුදහ
න්වූ
පුද්ගලයින්
fhzhky;
NghNdhH
Missing
People","නිවාස්ත්‍ හානි
Nrjkile;j
tPLfs; Houses
Damaged",,"ලවනත් හානි பிற பாதிப்புகள்
Other Damages",,"ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd
miktplk; Safe Location",,,"ලවනත් කරුණු
NtW Fwpg;Gf;fs;
Remarks"
,,"දිස්ත්‍රික්කය
மாவட்டம் District","ප්‍රා.ලේ. ලකා
gpuNjr nra.gp DS
Division",,,"පවුේ ස්ත්‍ංඛ්‍යාව
FLk;gq;fs;
Families","පුද්ගලයින්
egHfs;
People",,,,"පූර්ණ
හානි
KOik
Fully","අර්ධ හානි
gFjpasT
Partially","කුඩා හා මධය
පරිමාණ වයාපාරික
ස්ත්‍රථාන சிறிய,
நடுத்தர,
நிறுவனங்களின்
சேதங்கள்; Small,
Medium,
Enterprises
Damages","ඉතා වැදගත් යටිතල
පහසුකම් වලට වූ
හානි mbg;gilf;
fl;likg;Gf;fs;
Damages to
critical
Infrastructure","ආරක්ිත
ස්ත්‍රථාන
ස්ත්‍ංඛ්‍යාව
vz;zpf;i
f No.
of Safety
Locations","පවුේ
ස්ත්‍ංඛ්‍යාව
FLk;gq;f
s;
Families","පුද්ගලයින්
egHfs;
Persons",
"Western
Nky; khfhzk;
ෙස්නාහිර පලාත",1,,Mathugama,Dry Weather Condition,2025.02.22,393,1418,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්ෙය වහ්තුවෙන්
පීඩාෙට පත් ජනතාෙ වෙත
පානීය ජලය වෙදා දීම සිදු
කරනු ලෙයි."
,,"කළුතර
fSj;Jiw
Kalutara",Horana,,2025.02.28,61,190,,,,,,,,,,,
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,454,1608,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,454,1608,0,0,0,0,0,0,0,0,0,0,
"සෙරගමුෙ පලාත
rg;ufKt
Sabaragamuwa",2,"රත්නපුර
,uj;jpdGhp
Rathnapura",Weligepola,Dry Weather Condition,2025.02.21,828,2226,,,,,,,,,,,"වියළි කාලගුණ
තත්ත්වය ලහරතුලවන්
පීඩාවට පත් ජනතාව ලවත
පානීය ජලය ලෙදා දීම සිදු
කරනු ලෙයි."
,දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total,,,,,828,2226,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total,,,,,828,2226,0,0,0,0,0,0,0,0,0,0,
මුළු එකතුව nkhj;jf; $l;Lj;njhif GRAND TOTAL,,,,,,1282,3834,0,0,0,0,0,0,0,0,0,0,
ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre,,,,,,,,,,,,,,,,,,
,,,,,,,"හදිසි ඇමතුම් / njhiyNgrp / Hot Lines: 117, 0112670002, 0112136136",,,,,,,,,,,
