ඌව,වමාණරාගල,,විටින් විට වැසි ව ෝ,,,විටින් විට වැසි ව ෝ,,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි."
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,
,,,මි.මි. 100 ට වැඩි තද,,,මි.මි. 100 ට වැඩි තද,,
,,,වැසි,,,වැසි,,
,බදුල්ල,,විටින් විට වැසි ව ෝ,,,විටින් විට වැසි ව ෝ,,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි."
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,
,,,මි.මි. 100 ට වැඩි තද,,,මි.මි. 100 ට වැඩි තද,,
,,,වැසි,,,වැසි,,
වයඹ,කුරුණෑගල,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි.",,,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි.",,,විටින් විට වැසි
,පුත්තලම,වැසි වාර කිහිෙයක්,,,"විටින් විට වැසි ව ෝ
ගිගුරුම් සහිත වැසි.",,,විටින් විට වැසි
මධ්‍යම,ම නුවර,,විටින් විට වැසි ව ෝ,,,විටින් විට වැසි ව ෝ,,"වැසි ව ෝ ගිගුරුම්
සහිත වැසි."
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,
,,,මි.මි. (75-100) දක්වා,,,මි.මි. (75-100) දක්වා,,
,,,තරමක තද වැසි,,,තරමක තද වැසි,,
,නුවරඑළිය,,විටින් විට වැසි ව ෝ,,,විටින් විට වැසි ව ෝ,,"වැසි ව ෝ ගිගුරුම්
සහිත වැසි."
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,
,,,මි.මි. 100 ට වැඩි තද,,,මි.මි. 100 ට වැඩි තද,,
,,,වැසි,,,වැසි,,
,මාතවල්,,විටින් විට වැසි ව ෝ,,,විටින් විට වැසි ව ෝ,,"වැසි ව ෝ ගිගුරුම්
සහිත වැසි."
,,,"ගිගුරුම් සහිත වැසි,",,,"ගිගුරුම් සහිත වැසි,",,
,,,ඇතැම් ස්ථාන වලට,,,ඇතැම් ස්ථාන වලට,,
,,,මි.මි. 100 ට වැඩි තද,,,මි.මි. 100 ට වැඩි තද,,
,,,වැසි,,,වැසි,,
