"ඉදිරි
ෙැය 24","ඉදිරි ෙැය
24-48","ඉදිරි ෙැය
48-72","ඉදිරි ෙැය
72-96","ඉදිරි ෙැය 96-
120","ඉදිරි ෙැය
120-144","ඉදිරි ෙැය
144-168"
නැත,නැත,නැත,නැත,නැත,නැත,නැත
