River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
5:00 am","Water
Level at
6:00 am",Remarks,"Water
Level
Rising or
Falling","21 Hr RF
in mm at
6.00 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,Nagalagam Street,ft,4.00,5.00,7.00,2.30,2.10,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,4.14,4.10,Normal,,9.5,
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,10.90,11.06,Normal,,9.1,
"Kelani Ganga
(RB 01)",Kelani Ganga,Kithulgala,m,3.00,4.00,6.00,1.55,1.60,Normal,,9.2,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.11,1.02,Normal,,1,1.8
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.10,1.10,Normal,,8.9,
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,0.81,0.81,Normal,,4.4,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.96,2.95,Normal,,4.2,
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.59,8.58,Normal,,24.6,
,Kalu Ganga,Rathnapura,m,5.20,7.50,9.50,3.69,3.63,Normal,,26.4,
,Maguru Ganga,Magura,m,4.00,6.00,7.50,3.90,3.82,Normal,,20.9,
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,7.11,7.10,Minor Flood,Falling,6.8,
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.04,3.02,Normal,,7.0,
(RB 09),Gin Ganga,Thawalama,m,4.00,6.00,7.50,2.11,2.07,Normal,,3.4,
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.03,1.02,Normal,,3.2,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,3.76,3.75,Normal,,2.4,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,0.87,0.87,Normal,,6.4,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,0.37,0.36,Normal,,5.7,
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,1.12,1.11,Normal,,1.5,
"Kirindi Oya
(RB 22)",Kirindi Oya,Thanamalwila,m,4.00,5.00,5.50,1.18,1.20,Normal,,2.2,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,1.20,1.20,Normal,,0.0,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.51,1.51,Normal,,0.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,0.36,0.29,Normal,,0.0,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,1.04,1.02,Normal,,0.9,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.41,0.42,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyathalawa,m,4.00,4.50,6.00,0.25,0.24,Normal,,0.0,
,Mahaweli Ganga,Manampitiya,m,3.00,4.30,6.00,0.50,0.49,Normal,,0.0,
,Mahaweli Ganga,Weraganthota,m,5.00,6.00,8.00,-,-3.00,Normal,,0.0,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,2.26,2.20,Normal,,9.4,
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,1.57,1.49,Normal,,19.6,
,Badulu Oya,Thaldena,m,3.00,4.00,5.00,0.50,0.49,Normal,,0.0,
"Yan Oya
(RB 67)",Yan Oya,Horowpothana,m,6.00,7.50,10.50,2.75,2.70,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yaka Wewa,m,4.00,5.00,6.00,0.66,0.65,Normal,,1.8,
"Malwathu Oya
(RB 90)",Malwathu Oya,Thanthirimale,m,5.00,6.80,7.80,-,-,,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,-,-,,,0.0,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,3.34,3.05,Normal,,22.8,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,3.76,3.73,Normal,,6.3,
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,2.65,2.63,Normal,,1.1,
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.48,4.45,Minor Flood,Falling,6.8,
