"kj;jpa khfhzk;
Central",,,,,2020.04.18,1,5,,,,,1,,,,,,
,,,Doluwa,,2020.04.16,1,6,,,,,1,,,,,,
,,,,,2020.04.17,1,2,,,,,1,,,,,,
,,,,Heavy Rain,2020.04.18,12,50,,1,,,12,,,,,,
,,,Udapalath,Tree Fallen,2020.04.15,1,4,,,,,1,,,,,,
,,,Minipe,,2020.04.15,6,20,,1,,,6,,,,,,
,,,Delthota,Heavy Rain,2020.04.17,2,11,,,,,2,,,,,,
,,,Thumpane,,2020.04.14,1,4,,,,,1,,,,,,
,,,,,2020.04.16,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,4439,16398,0,2,0,0,38,0,0,0,0,0,
,4,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Ambagamuwa,High Wind,2020.04.14,5,26,,,,,5,,,1,5,26,Venture Child Care Center
,,,Nuwaraeliya,Landslide,2020.04.16,1,5,,,,,,,,,,,
,,,Walapane,High Wind,2020.04.19,4,14,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,10,45,0,0,0,0,5,0,0,1,5,26,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,4449,16443,0,2,0,0,43,0,0,1,5,26,
,,,Kalutara,The waves of sea,2020.04.07,75,308,,,,,,,,,,,
,5,"කළුතර
fSj;Jiw
Kalutara",,"Sea water
inclusive in
drinking water",2020.01.20,19776,78359,,,,,,,,,,,Distribution of drinking water
,,,Beruwala,,,22527,103665,,,,,,,,,,,
,,,Panadura,,,3604,17040,,,,,,,,,,,
,,,Dodangoda,,,4545,13664,,,,,,,,,,,
,,,Millaniya,Drought,,480,1800,,,,,,,,,,,
,,,Mathugama,,,63,217,,,,,,,,,,,
,,,Horana,,,180,780,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,51250,215833,0,0,0,0,0,0,0,0,0,0,
"බස්ත්‍රනාහිර පලාත
Nky; khfhzk
Western",6,"ගම්පහ
fk;g`h
Gampaha",Aththanagalla,Drought,2020 March,636,3154,,,,,,,,,,,
,,,,High wind,2020.04.19,6,34,,,,,6,,,,,,
,,,Mahara,,2020 March,80,320,,,,,,,,,,,
,,,Divulapitiya,,2020.02.24,3953,13334,,,,,,,,,,,
,,,Miirigama,,2020.03.12,686,2985,,,,,,,,,,,
,,,Katana,,2020.03.03,3621,13889,,,,,,,,,,,
,,,Minuwangoda,,2020.04.10,15,47,,,,,,,,,,,
,,,,High wind,2020.04.17/19,2,7,,,,,2,,,,,,
,,,Ja-Ela,High Wind,2020.04.10,2,7,,,,,2,,,,,,
,,,Mirigama,,2020.04.18,1,5,,,,,1,,,,,,
,,,Dompe,,,52,193,,,,,50,,,,,,
,,,,,2020.04.19,31,119,,,,,31,,,,,,
,,,Aththanagalla,,2020.04.18,4,25,,,,,4,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,9089,34119,0,0,0,0,96,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,60339,249952,0,0,0,0,96,0,0,0,0,0,
"වයඹ පලාත
tlNky;khfhzk;
North Western
වයඹ පලාත
tlNky;khfhzk;
North Western",7,"පුත්තලම
Gj;jsk;
Puttalam",Arachchikattuwa,Drought,2020.03.04,1456,5186,,,,,,,,,,,Distribution of drinking water
,,,Pallama,,,2822,9175,,,,,,,,,,,
,,,Mahakumbukkadawala,,2020.03.05,6291,19544,,,,,,,,,,,
,,,Nawagaththagama,,2020.03.10,513,1469,,,,,,,,,,,
,,,Anamaduwa,,2020.03.06,1140,3556,,,,,,,,,,,
,,,Wanathavilluwa,,2020.03.21,192,659,,,,,,,,,,,
,,,Mundalam,,2020.03.23,488,1657,,,,,,,,,,,
,,,Karuwalagaswewa,,,1048,3063,,,,,,,,,,,
,,,Puttalam,,2020.03.28,52,180,,,,,,,,,,,
,,,Chilaw,,2020.04.01,255,965,,,,,,,,,,,
,,,Dankotuwa,,2020.04.08,75,275,,,,,,,,,,,
,,,Naththandiya,,2020.04.09,300,1310,,,,,,,,,,,
,,,Mahakumbukkadawala,High Wind,2020.04.15,2,7,,,,,2,1,,,,,
,,,,,2020.04.17,2,8,,,,,2,,,,,,
,,,Karuwalagaswewa,,2020.04.15,194,356,,,,,194,,,,,,
,,,,,2020.04.16,10,38,,,,,10,,,,,,
,,,Puttalam,,2020.04.15,3,11,,,,,2,1,,,,,
,,,,,2020.04.16,2,8,,,,,2,,,,,,
,,,Wanathavilluwa,,2020.04.15,16,48,,,,,16,1,,,,,
,,,Anamaduwa,,2020.04.15,377,1265,,,,,377,17,7,,,,
,,,,,2020.04.17,29,95,,,,,29,,,,,,
,,,Nawagaththegama,,2020.04.15,610,1893,,,,,492,105,8,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,15877,50768,0,0,0,0,1126,125,15,0,0,0,
,,,,,2020.04.08,1,5,,,,,1,,,,,,
,,,,,2020.04.08,1,1,,,,,1,,,,,,
