,,,,,2020.04.10,1,3,,,,,1,,,,,,
,,,,,2020.04.10,2,8,,,,,2,,,,,,
,,,,,2020.04.12,3,8,,,,,1,1,,,,,
,,,,,2020.04.12,2,7,,,,,1,1,,,,,
,,,,,2020.04.13,10,31,,,,,10,,,,,,
,,,,,2020.04.13,16,57,,,,,16,,,,,,
,,,,,2020.04.13,21,74,,,,,21,,,,,,
,,,,,2020.04.14,2,7,,,,,2,,,,,,
,,,,,2020.04.14,2,7,,,,,2,,,,,,
,,,,,2020.04.14,3,7,,,,,3,3,1,,,,
,,,,,2020.04.14,1,5,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,65,220,0,0,0,0,62,5,1,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,15942,50988,0,0,0,0,1188,130,16,0,0,0,
,9,"මාතර
khj;jiw
Matara",Pitabeddara,Drought,2020.03.11,645,2685,,,,,,,,,,,
,,,Pasgoda,High wind,2020.04.13,4,16,,,,,4,,,,,,
,,,Hakmana,,2020.04.14,1,4,,,,,1,,,,,,
,,,Thihagoda,Lightning,2020.04.13,1,5,,,,,1,,,,,,
,,,Matara,Tree Fallen 2020.04.20,,1,4,,,,,1,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,652,2714,0,0,0,0,7,0,0,0,0,0,
,,,Thangalla,High Wind,2020.04.15,2,8,,,,,,,,,,,
,,,Katuwana,,2020.04.16,1,2,,,,,1,,,,,,
,,,Walasmulla,,2020.04.13,1,5,,,,,1,,,,,,
"දකුනු පලාත
njd; khfhzk;
Southern",10,"හම්බන්තාට
`k;ghe;Njhl;il
Hambantota",Walasmulla,,2020.04.15,1,1,,,,,1,,,,,,
,,,,Drought,2020.03.24,692,2796,,,,,,,,,,,
,,,Beliata,,2020.03.24,99,300,,,,,,,,,,,
,,,Okewela,,2020.03.18,297,791,,,,,,,,,,,
,,,Lunugamwehera,,2020.04.07,33,132,,,,,,,,,,,
,,,Hambanthota,,2020.02.02,720,1994,,,,,,,,,,,
,,,Angunukolapelessa,,2020.03.28,950,3827,,,,,,,,,,,
,,,Katuwana,,2020.03.20,591,2478,,,,,,,,,,,
,,,Tangalla,,2020.04.04,832,3500,,,,,,,,,,,
,,,Weeraketiya,,2020.03.12,70,460,,,,,,,,,,,
,,,Thissamaharamaya,,2020.03.19,1088,4286,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,5377,20580,0,0,0,0,3,0,0,0,0,0,
,11,"ගාල්ල
fhyp
Galle",Baddegama,High Wind,2020.04.14,1,4,,,,,1,,,,,,
,,,,,2020.04.19,23,87,,,,,23,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,24,91,0,0,0,0,24,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,6053,23385,0,0,0,0,34,0,0,0,0,0,
"උතුරුමැද පලාත
tlkj;jpa khfhzk;
North Central",12,"්පා්ලානනරුව
nghyd;dWit
Polonnaruwa",Dimbulagala,Drought,2020.03.28,1468,6193,,,,,,,,,,,Dristibuting Drinking water
,,,Thamankaduwa,,,410,1270,,,,,,,,,,,
,,,Elahera,,,186,665,,,,,,,,,,,
,,,Lankapura,,,230,855,,,,,,,,,,,
,,,Hingurakgoda,,,377,1563,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,2671,10546,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,2671,10546,0,0,0,0,0,0,0,0,0,0,
,13,"මඩකලපුව
kl;lf;fsg;G
Batticaloa",Koralaipattu North,Drought,2020.03.26,1308,4553,,,,,,,,,,,
,,,Koralaipattu West,,,236,831,,,,,,,,,,,
,,,Koralaipattu Central,,2020.04.09,300,1050,,,,,,,,,,,
,,,Eravur Pattu,,2020.03.26,1838,5766,,,,,,,,,,,
,,,Manmunai West,,,663,2160,,,,,,,,,,,
,,,Manmunai South West,,2020.04.04,2037,6559,,,,,,,,,,,
,,,Poratheevupattu,,2020.03.26,6001,19971,,,,,,,,,,,
"නැ්ගනහිර පලාත
fpof;F Eastern",දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,12383,40890,0,0,0,0,0,0,0,0,0,0,
,14,"Verugal
ත්‍රීකුණාමලය Kanthale
jp.kiy Thambalagamam
Trincomalee
Kinniya",Verugal,Drought,2020.04.17,183,601,,,,,,,,,,,
,,,Kanthale,,2020.04.18,862,2089,,,,,,,,,,,
,,,Thambalagamam,,2020.04.15,49,131,,,,,,,,,,,
,,,,,2020.04.10,810,2626,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,1904,5447,0,0,0,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,14287,46337,0,0,0,0,0,0,0,0,0,0,
,,,,,,1031,3071,,,,,,,,,,,
