"දකුනු පලාත
njd;
khfhzk;
Southern",7,"ොල්ල
fhyp
Galle",Kadawath Sathara,Missing at Sea,2021.05.24,,1,,,1,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,0,1,0,0,1,0,0,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,0,1,0,0,1,0,0,0,0,0,0,0,
"Western
Nky;
khfhzk
බස්ත්‍රනාහිර පලාත",8,"ෙම්පහ
fk;g`h
Gampaha",Gampaha,High Wind,2021.05.25,,,,,,,2,,,,,,
,,,Attanagalla,Heavy Rain,2021.05.25,,,,,,,3,,,,,,
,,,Wattala,Flood & High Wind,2021.05.24,549,2232,,,,,3,,,,,,
,,,Biyagama,Flood,2021.05.26,43,252,,,,,,,,,,,
,,,Dompe,Flood,2021.05.26,2,4,,,,,,,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,594,2488,0,0,0,0,8,0,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,594,2488,0,0,0,0,8,0,0,0,0,0,
"මධ්‍යම පලාත
kj;jpa
khfhzk;
Central",9,"නුවරඑලිය
Etnuypah
Nuwara Eliya",Nuwaraeliya,Landslide Risk,2021.05.24,9,36,,,,,,,,1,9,36,Sri Rathnagiri Temple
,,,,Fire at Line Houses,2021.05.23,9,43,,,,,8,,,4,9,43,"1.Summerset Tamil
School
2. Day Care Center
3. Pre School
4. Temporary Houses"
,,,,High Wind,2021.05.26,1,3,,,,,1,,,,,,
,,,kothmale,High Wind,2021.05.26,2,9,,,,,2,,,,,,
,,,Ambagamuwa,Flood,2021.05.25,41,168,,,,,,,,1,27,103,Cultural Center
,,,,Cutting Faliure,2021.05.25,6,29,,,,,4,,,,,,
,,,,Landslide Risk,2021.05.26,16,53,,,,,,,,1,7,20,Leinon Tamil School
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,84,341,0,0,0,0,15,0,0,7,52,202,
,10,"මහනුවර
fz;b
Kandy",Gangawata Korale,High Wind,2021.05.24-25,2,8,,,,,1,,,,,,
,,,Poojapitiya,,2021.05.24-25,3,14,,,,,3,,,,,,
,,,Yatinuwara,,2021.05.24-25,4,16,,,,,4,,,,,,
,,,Deltota,,2021.05.25,5,19,,,,,5,,,,,,
,,,Udunuwara,,2021.05.25-26,3,16,,,,,3,,,,,,
,,,Harispattuwa,,2021.05.25,1,4,,,,,1,,,,,,
,,,Minipe,,2021.05.25,6,23,,,,,2,,,,,,
,,,Pathahewaheta,,2021.05.25-26,11,44,,,,,11,,,,,,
,,,Pasbage Korale,,2021.05.25,8,25,,,,,6,,,,,,
,,,Thumpane,,2021.05.25,1,4,,,,,1,,,,,,
,,,Ganga Ihala Korale,,2021.05.25-26,2,7,,,,,2,,,,,,
,,,Pathadumbara,,2021.05.26,2,5,,,,,2,,,,,,
,,,Udapalatha,,2021.05.25,2,9,,,,,3,1,,,,,
,දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total,,,,,50,194,0,0,0,0,44,1,0,0,0,0,
,පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total,,,,,134,535,0,0,0,0,59,1,0,7,52,202,
