,සුළු ගංවතුර මට්ටම,ගංවතුර මට්ටම,"2021.05.14 fm'j'
01.30 g ජල මට්ටම"
"ගිරිඋල්ල ජල මිණුේ
ස්ථානය",6.50m,7.50m,5.39m
