River Basin,Tributory/River,Gauging Station,,,,,"Water
Level at
8:00 am","Water
Level at
9:00 am",Remarks,"Water
Level
Rising or
Falling","24 Hr RF
in mm at
8.30 am",
,,Station,Unit,"Alert
Level","Minor
Flood
Level","Major
Flood
Level",,,,,,
,Kelani Ganga,N' Street,ft,4.00,5.00,7.00,3.40,3.20,Normal,,-,
,Kelani Ganga,Hanwella,m,7.00,8.00,10.00,5.85,5.80,Normal,,20,.5
,Kelani Ganga,Glencourse,m,15.00,16.50,19.00,12.84,12.77,Normal,,35,.8
"Kelani Ganga
(RB 01)",Kelani Ganga,Kitulgala,m,3.00,4.00,6.00,1.92,1.95,Normal,,54.8,
,Gurugoda Oya,Holombuwa,m,3.00,3.40,5.00,1.66,1.63,Normal,,38,.9
,Seethawaka Ganga,Deraniyagala,m,4.80,5.80,6.40,1.65,1.68,Normal,,45,.5
,Kehelgamu Oya,Norwood,m,1.50,3.00,4.50,1.54,1.60,Alert,Rising,56.7,
"Kalu Ganga
(RB 03)",Kalu Ganga,Putupaula,m,3.00,4.00,5.00,2.69,2.68,Normal,,23,.0
,Kalu Ganga,Ellagawa,m,10.00,10.70,12.20,8.62,8.62,Normal,,25,.2
,Kalu Ganga,Ratnapura,m,5.20,7.50,9.50,5.34,5.32,Alert,Falling,22,.7
,Maguru Ganga,Magura,m,4.00,6.00,7.50,4.32,4.30,Alert,Falling,27,.9
,Kuda Ganga,"Kalawellawa
(Millakanda)",m,5.00,6.50,8.00,6.41,6.42,Alert,Rising,30,.9
Gin Ganga,Gin Ganga,Baddegama,m,3.50,4.00,5.00,3.28,3.29,Normal,,6.7,
(RB 09),Gin Ganga,Tawalama,m,4.00,6.00,7.50,4.07,4.04,Alert,Falling,44,.4
"Nilwala Ganga
(RB 12)",Nilwala Ganga,Thalgahagoda,m,1.40,1.70,2.80,1.47,1.46,Alert,Falling,12.4,
,Nilwala Ganga,Panadugama,m,5.00,6.00,7.50,5.35,5.33,Alert,Falling,11.4,
,Nilwala Ganga,Pitabeddara,m,4.00,5.00,6.50,2.10,2.08,Normal,,14.4,
,Urubokka Ganga,Urawa,m,2.50,4.00,6.00,1.48,1.48,Normal,,38,.7
"Walawe Ganga
(RB 18)",Walawe Ganga,Moraketiya,m,3.00,5.00,7.00,2.18,2.18,Normal,,38,.3
"Kirindi Oya
(RB 22)",Kirindi Oya,Tanamalwila,m,4.00,5.00,5.50,0.52,0.48,Normal,,8.1,
,Kirindi Oya,Wellawaya,m,4.40,5.40,5.90,0.67,0.67,Normal,,3.6,
,Kuda Oya,Kuda Oya,m,6.90,8.40,8.80,1.33,1.32,Normal,,12.0,
"Menik Ganga
(RB 26)",Menik Ganga,Katharagama,m,4.00,4.60,6.50,-0.14,-0.14,Normal,,7.5,
"Kumbukkan Oya
(RB 31)",Kumbukkan Oya,Nakkala,m,5.00,6.00,7.50,0.75,0.75,Normal,,0.4,
"Heda Oya
(RB 36)",Heda Oya,Siyambalanduwa,m,4.50,6.00,7.00,0.46,0.46,Normal,,0.0,
"Maduru Oya
(RB 54)",Maduru Oya,Padiyatalawa,m,4.00,4.50,6.00,0.40,0.40,Normal,,0.2,
,Mahaweli Ganga,Manampitiya (HMIS),m,3.00,4.30,6.00,0.24,0.23,Normal,,0.0,
,Mahaweli Ganga,Weragantota,m,5.00,6.00,8.00,-3.06,-3.03,Normal,,1.1,
"Mahaweli Ganga
(RB 60)",Mahaweli Ganga,Peradeniya,m,5.00,7.00,9.00,3.48,3.52,Normal,,27,.6
,Mahaweli Ganga,Nawalapitiya,m,3.50,5.00,6.00,2.18,2.12,Normal,,59.9,
,Badulu Oya,Taldena,m,3.00,4.00,5.00,0.38,0.38,Normal,,3.2,
"Yan Oya
(RB 67)",Yan Oya,Horowpatana,m,6.00,7.50,10.50,1.78,1.78,Normal,,0.0,
Maa Oya (RB 69),Mukunu Oya,Yakawewa,m,4.00,5.00,6.00,0.54,0.54,Normal,,0.0,
"Malwathu Oya
(RB 90)",Malwathu Oya,Tantirimale,m,5.00,6.80,7.80,1.33,1.31,Normal,,0.0,
"Mee Oya
(RB 95)",Mee Oya,Galgamuwa,m,4.84,5.94,8.00,2.09,2.08,Normal,,7.8,
"Deduru Oya
(RB 99)",Deduru Oya,Moragaswewa,m,4.75,6.00,7.00,3.93,3.85,Normal,,7.7,
Maha Oya,Maha Oya,Badalgama,m,5.00,6.20,9.60,4.18,4.18,Normal,,26,.3
(RB 102),Maha Oya,Giriulla,m,5.50,6.50,7.50,3.30,3.25,Normal,,31,.6
"Attanagalu Oya
(RB 103)",Attanagalu Oya,Dunamale,m,3.30,4.40,5.50,4.12,4.09,Alert,Falling,20,.9
